Voter ID,Ballot Style ID,Precinct ID,First Name,Middle Name,Last Name,Name Suffix,Street 1,Street 2,City,State,Zip Code
7698889,12,20,Darcie,Kissie,Anthiftle,,4158 Bellgrove Circle,Apartment 3,Birmingham,Alabama,35290
3585631,12,23,Terri,Harlene,Dunan,,441 Hallows Pass,Apartment 3,Long Beach,California,90840
1172175,5,23,Lissa,Burton,Mowne,,91 Oak Valley Pass,"",Brooklyn,New York,11236
4444680,12,23,Silva,Francene,Boydell,,644 Chinook Terrace,"",Lawrenceville,Georgia,30045
1101991,5,23,Marj,Fields,Schulken,,8460 Farmco Pass,"",New York City,New York,10009
4011743,7C,20,Glenn,Annabela,Fewings,,4049 Vermont Park,"",Silver Spring,Maryland,20918
2026437,5,23,Harald,Wilmette,Snarie,,4516 Straubel Pass,"",Buffalo,New York,14210
5685323,5,23,Meta,Gabbie,Mallard,,50 Susan Junction,Apartment 3,Sacramento,California,95838
2017425,12,20,Skippie,Michaelina,Perritt,,0437 Old Shore Crossing,"",North Port,Florida,34290
2904491,5,20,Sherilyn,Lucio,Lister,,953 Tennessee Junction,"",Austin,Texas,78703
2463085,7C,21,Enos,Orren,Hubert,IV,2989 Melody Place,"",Wilkes Barre,Pennsylvania,18706
4691464,5,23,Zebedee,Lek,Meaney,,86295 Prentice Point,"",Midland,Texas,79710
2459011,5,20,Barnebas,Deena,Iddins,,13614 Becker Avenue,"",Las Vegas,Nevada,89160
5889758,7C,20,Federico,Kaja,Cossey,,5 Graceland Place,"",Dayton,Ohio,45414
1231606,12,21,Donica,Patricia,Tumilson,,98041 Bowman Road,"",Philadelphia,Pennsylvania,19104
2199302,7C,21,Ferdinanda,Gayle,Milne,,8618 Lawn Street,"",Saint Paul,Minnesota,55108
8939674,7C,21,Corinna,Shermy,Philo,,8325 Eliot Street,"",Dallas,Texas,75246
4605437,5,20,Aline,Roxine,Crisell,,142 Russell Road,"",Concord,California,94522
5893795,7C,23,Dulciana,Eula,Ferran,,11095 5th Center,"",Aurora,Colorado,80015
8163683,12,20,Olivie,Stacee,Fothergill,,6 Pine View Center,"",Denver,Colorado,80204
6657645,12,20,Sunshine,Thelma,Ferronier,,2 Independence Hill,"",Spokane,Washington,99215
2549355,7C,21,Trix,Hadria,Longmire,,4 Mallory Alley,"",Tulsa,Oklahoma,74141
5458247,12,21,Babs,Arvin,Duell,,678 Montana Way,"",Spokane,Washington,99205
3936639,7C,23,Cilka,Darin,Sivior,,63945 Lighthouse Bay Hill,Unit #75,Boynton Beach,Florida,33436
4233039,12,21,Taddeo,Shayne,Jiru,,39581 Fairfield Trail,"",Van Nuys,California,91406
4763962,12,20,Joachim,Vito,Francillo,,60 Cordelia Crossing,"",Pueblo,Colorado,81010
5992187,7C,21,Olwen,Richard,Privost,,67 Anniversary Park,Unit #75,Huntington,West Virginia,25726
4770905,7C,23,Boonie,Leyla,Clears,,7 Portage Park,"",Washington,District of Columbia,20551
1455698,5,23,Lindsay,Rhodie,Stone,,5890 Ilene Road,"",Detroit,Michigan,48258
5669402,12,23,Val,Garek,Feldberger,,246 Dottie Avenue,"",Davenport,Iowa,52809
6606879,5,20,Dillon,Myrna,Kief,,16166 Elmside Lane,"",Boston,Massachusetts,02298
2876105,7C,20,Vita,Amye,Ledson,,4 Bluejay Terrace,"",Kansas City,Missouri,64153
5453648,7C,21,Toni,Eveleen,Goodfellow,,000 Huxley Drive,"",Newport Beach,California,92662
9979043,12,20,Mervin,Lexy,Boame,,5479 6th Pass,"",Memphis,Tennessee,38104
7237503,5,20,Duff,Arther,Kelleher,,98250 International Hill,"",Pensacola,Florida,32505
8958037,5,23,Enrichetta,Brady,Wenderoth,,2399 Swallow Parkway,"",High Point,North Carolina,27264
6297101,12,21,Valentin,Ashleigh,Hadenton,,369 Crownhardt Lane,"",Newark,New Jersey,07104
7117861,5,23,Pieter,Jocelyn,Desaur,,2306 Nancy Circle,"",Dayton,Ohio,45408
2930400,7C,20,Mychal,Leif,Poschel,,4627 Milwaukee Parkway,"",Pittsburgh,Pennsylvania,15215
9361264,12,21,Emyle,Napoleon,Pattington,,6239 Onsgard Place,"",Rochester,New York,14614
7524921,5,23,Cristian,Katine,Bangley,,10 Moland Drive,"",New Orleans,Louisiana,70174
6773130,7C,21,Papagena,Decca,Gentzsch,,84127 Forest Trail,"",East Saint Louis,Illinois,62205
5002618,5,21,Nananne,Danyelle,Chastang,,56 Tennyson Court,"",Toledo,Ohio,43656
2416404,7C,21,Elena,Law,Rogliero,,35323 Coleman Lane,"",Saint Paul,Minnesota,55127
2872199,7C,23,Rouvin,Finn,Cooke,,7611 Merry Plaza,"",San Bernardino,California,92415
9010967,7C,23,Sharai,Giavani,Caldayrou,,3 Bartillon Avenue,"",Charlotte,North Carolina,28247
9649790,5,21,Karol,Glenden,Keuning,,9 Fairfield Lane,"",Simi Valley,California,93094
1029483,5,21,Gabriel,Sergent,Sherbrook,,46220 Heath Center,"",Oklahoma City,Oklahoma,73190
8918973,5,23,Lucio,Maribeth,Seeney,,7 Corben Park,"",Oakland,California,94616
6180481,5,23,Weidar,Brandea,Limpenny,,15 Montana Circle,"",Los Angeles,California,90055
4493832,5,21,Frankie,Margarette,Reardon,,008 Summit Drive,"",Houston,Texas,77245
2433886,5,23,Tawnya,Amii,Opy,,0583 Hansons Place,"",Birmingham,Alabama,35254
6271687,7C,23,Rochell,Lyndsey,Sleep,,370 Artisan Center,"",Hot Springs National Park,Arkansas,71914
2213644,5,23,Jules,Cicely,Pamment,,6877 Dennis Trail,"",Cleveland,Ohio,44185
9861808,12,20,Concettina,Sherye,Ruff,,62565 Hazelcrest Place,"",Tulsa,Oklahoma,74184
1567831,5,20,Scarface,Grover,Cayzer,,3 Jana Center,"",Phoenix,Arizona,85077
9867202,5,23,Dianne,Kennith,Gallichiccio,,4946 Declaration Junction,"",Salinas,California,93907
8522577,12,20,Ardella,Elias,Billinge,,47995 Sunfield Plaza,"",Baltimore,Maryland,21203
5497829,7C,20,Tim,Charlene,Balassa,,80 Holy Cross Way,"",Hicksville,New York,11854
1994839,7C,23,Lanna,Dominga,Edon,,35143 Burrows Junction,"",Bakersfield,California,93305
9264977,5,21,Cherey,Lanny,Verrillo,III,87370 Gina Alley,"",Pittsburgh,Pennsylvania,15220
6132645,5,20,Reagan,Merrile,Tidcombe,,64 Barnett Circle,Apartment 3,Texarkana,Texas,75507
2055447,12,20,Bancroft,Christophe,Jeary,,8 Springs Circle,"",Hampton,Virginia,23663
2673623,7C,21,Lindy,Eachelle,Rowter,Sr,020 Bowman Street,"",Washington,District of Columbia,20436
3303053,12,21,Norah,Jonis,MacIlory,,7849 Donald Street,"",San Antonio,Texas,78230
4467289,7C,23,Tommi,Artus,Parslow,,7 Ilene Trail,"",Crawfordsville,Indiana,47937
2045424,7C,21,Ede,Tarrance,Sloan,,0 Union Alley,"",Baton Rouge,Louisiana,70883
7017584,12,21,Fleurette,Bernadene,Arents,,4713 Lyons Center,"",San Antonio,Texas,78285
7557678,7C,21,Daisy,Celestyna,Nuton,,32 Myrtle Avenue,"",Denver,Colorado,80223
7928971,7C,21,Corny,Julius,Cooke,,534 Pawling Trail,"",Fort Lauderdale,Florida,33330
7282707,5,21,Cynthy,Rubetta,Hasker,Sr,65657 4th Terrace,"",Springfield,Ohio,45505
4712021,7C,20,Eveleen,Astrix,Jannaway,,72230 Weeping Birch Hill,Apartment 3,Tuscaloosa,Alabama,35405
2665822,5,21,Mab,Cary,Janicijevic,,1 Melvin Hill,"",Saint Louis,Missouri,63158
3397251,7C,20,Venus,Yalonda,Bolduc,,4 Norway Maple Trail,"",San Francisco,California,94126
4571806,5,23,Constantia,Dall,Kubiak,,3 Northport Court,"",Oklahoma City,Oklahoma,73142
2507168,12,21,Ad,Nickie,Lammers,Sr,4 Sutteridge Road,"",Pompano Beach,Florida,33064
9516393,7C,23,Vinnie,Janaya,Fulham,,74 Westend Point,"",Oklahoma City,Oklahoma,73190
4574885,12,20,Richart,Calli,Bulford,Jr,010 Ramsey Pass,"",Billings,Montana,59112
3766477,5,21,Heda,Sari,Lucchi,,2478 Dottie Pass,"",Reston,Virginia,22096
1959130,7C,23,Darcey,Federica,Karys,,1 Hanover Circle,"",Louisville,Kentucky,40293
4474258,5,20,Pavlov,Shawna,Twaits,,16468 Del Mar Junction,"",Hayward,California,94544
1005768,12,20,Killie,Pia,Ailward,,018 Judy Pass,"",Providence,Rhode Island,02912
8604005,5,23,Mavra,Zoe,Bonnyson,,8 Mayer Parkway,"",Jacksonville,Florida,32259
3146592,5,23,Michel,Lelah,Martins,,8 Bowman Way,"",Toledo,Ohio,43699
4730667,7C,23,Barnabas,Baxy,O'Logan,,06 Milwaukee Road,Unit #75,Peoria,Illinois,61605
2600815,7C,20,Tallie,Arlee,Blanc,,7077 Jackson Lane,"",Vero Beach,Florida,32964
8938443,5,20,Trudie,Dorey,Eversfield,,0 Hanover Junction,"",San Antonio,Texas,78278
1474768,5,23,Olenolin,Petronilla,Cammidge,,2924 Farmco Terrace,"",Fort Worth,Texas,76134
2948717,7C,21,Rochette,Amby,Roughsedge,,3214 Pierstorff Center,"",Washington,District of Columbia,20099
5359866,7C,20,Lay,Rhys,Andrea,,4562 Sutherland Parkway,"",Iowa City,Iowa,52245
6818901,7C,23,Mar,Si,Kinavan,,62 Vahlen Junction,"",Fort Worth,Texas,76147
7732351,12,21,Tara,Lindie,Probetts,,46889 Melvin Place,"",Richmond,Virginia,23220
5223249,12,21,Graig,Davide,Mangam,,10868 Almo Place,Unit #75,Louisville,Kentucky,40293
9682252,7C,20,Alric,Marleah,Mountcastle,,94336 Green Alley,"",Houston,Texas,77260
1739994,7C,21,Johann,Lani,Chapman,,26896 Fuller Point,"",Lexington,Kentucky,40515
8070040,5,23,Sunny,Gretta,Delgado,,15083 Ronald Regan Crossing,"",Saint Petersburg,Florida,33731
1023512,7C,20,Valeria,Willie,Mitchenson,,64527 Shopko Center,"",West Palm Beach,Florida,33421
5211357,7C,21,Elwira,Lek,Illingworth,,1080 Oneill Street,"",Rochester,New York,14614
1651317,5,20,Harper,Sanders,Varren,,6645 Maple Wood Center,"",Rochester,New York,14646
8894856,5,23,Packston,Euphemia,Beckenham,,983 Heath Pass,"",Milwaukee,Wisconsin,53285
3780931,5,21,Tedda,Laure,Kearsley,,21 Merchant Center,"",Kalamazoo,Michigan,49048
2463697,12,23,Rakel,Cull,Tarbin,,05096 Kedzie Junction,"",Staten Island,New York,10305
8754096,5,23,Pris,Janeva,Ponte,,920 Oriole Road,Apartment 3,Seattle,Washington,98104
2259887,5,23,Maris,Sal,Rangall,,7 Gulseth Center,"",Tampa,Florida,33686
6978661,7C,23,Fae,Tammie,Fridlington,,0 Namekagon Hill,"",Milwaukee,Wisconsin,53234
2192248,7C,21,Alard,Grantham,Gookey,,7587 Hansons Pass,"",Lexington,Kentucky,40510
4667638,7C,20,Hurley,Miran,Orhrt,,186 Parkside Parkway,"",Springfield,Virginia,22156
3678320,5,20,Gilda,Mischa,Baroc,,3658 Summit Street,"",Corpus Christi,Texas,78415
6824457,12,23,Hendrik,Patrizia,Arrigo,,3707 Bultman Parkway,"",Winston Salem,North Carolina,27150
4938599,5,20,Evie,Bernadine,Puttick,,28 Wayridge Pass,"",Orlando,Florida,32830
2750029,7C,23,Ellynn,Astrix,Le feuvre,,50 Talmadge Alley,"",San Diego,California,92121
1018382,7C,23,Rivalee,Wendel,Strettle,,308 Becker Crossing,"",Washington,District of Columbia,20566
1247305,7C,21,Forester,Harriett,Place,,38106 Kedzie Hill,"",El Paso,Texas,79928
2369534,7C,23,Loretta,Morley,Boultwood,,62 Riverside Drive,"",Myrtle Beach,South Carolina,29579
6051047,12,23,Terrance,Margot,Timewell,,00 Meadow Vale Crossing,"",Lake Worth,Florida,33467
8399609,5,23,Sol,Kerr,Kleinerman,,458 Tomscot Plaza,"",Birmingham,Alabama,35285
8832041,7C,20,Romola,Lambert,Graveston,,04633 Banding Crossing,"",Jefferson City,Missouri,65105
7047373,12,21,Millisent,Farlie,Faldoe,,9 Commercial Crossing,"",Austin,Texas,78789
1853285,7C,21,Cass,Harley,Nozzolinii,,0 Crowley Terrace,"",Cleveland,Ohio,44177
5841178,7C,23,Davey,Clywd,Duguid,,6 North Lane,"",Boise,Idaho,83705
6710018,5,21,Booth,Kathye,Jump,,60245 Grover Drive,"",Gary,Indiana,46406
9541785,12,20,Nance,Danella,Goodin,,8 Esch Way,Unit #75,Lake Charles,Louisiana,70607
5756214,5,21,Silva,Esdras,Teaser,,152 Marquette Road,"",Biloxi,Mississippi,39534
1790019,5,21,Bess,Jamima,Scrancher,IV,2250 Summerview Alley,"",Columbia,South Carolina,29215
5192187,12,20,Lorne,Tome,O'Shee,,76022 Karstens Point,"",West Palm Beach,Florida,33411
7058694,5,21,Stavros,Karisa,Morrissey,,96924 Derek Parkway,"",Arlington,Texas,76004
1042760,12,21,Katinka,Felicity,Schwandner,,5141 Buhler Circle,"",Washington,District of Columbia,20470
2781268,12,23,Margaret,Kenny,Diloway,,13736 Lighthouse Bay Drive,"",Youngstown,Ohio,44505
6150106,12,21,Jorgan,Adrianna,Feechum,,59087 Holmberg Plaza,"",Scranton,Pennsylvania,18514
1398642,7C,21,Beatriz,Noam,Carlesso,,26498 5th Trail,"",Denver,Colorado,80243
4069494,7C,23,Berton,Dodi,Fishwick,,633 Orin Center,"",Chicago,Illinois,60641
5038418,12,23,Yorker,Heather,Strathdee,,91093 Meadow Valley Court,"",Fort Worth,Texas,76198
2487590,7C,20,Kimberley,Lucila,Curwen,,51 Chinook Alley,"",Anniston,Alabama,36205
9513258,7C,23,Ella,Judy,Clewett,,75152 Thierer Trail,"",Detroit,Michigan,48224
4379336,12,23,Else,Abrahan,Rothery,,59 North Terrace,"",Albany,New York,12205
8181812,5,20,Ellie,Teodoro,O'Lennane,,634 Mccormick Hill,"",Atlanta,Georgia,30311
9092543,12,23,Nero,Lionel,Gahagan,,03 Mccormick Center,"",Lubbock,Texas,79410
4399331,12,23,Ester,Daryn,Hackforth,,52074 Huxley Trail,"",San Antonio,Texas,78296
2923138,5,21,Tanitansy,Amby,Simionato,,4556 Manitowish Court,"",New York City,New York,10203
3612957,7C,21,Modesty,Frankie,Drable,,94 Elka Court,"",El Paso,Texas,88584
8685096,7C,20,Lanae,Helli,Dumphries,,2039 Londonderry Court,"",Farmington,Michigan,48335
7084154,12,23,Birdie,Norbie,Eggleston,III,54 Sundown Drive,"",Trenton,New Jersey,08603
1774616,12,20,Chrissy,Veda,Roughsedge,,6 Onsgard Plaza,"",Edmond,Oklahoma,73034
9099199,12,21,Jason,Roanna,Matchett,,15171 Erie Park,"",West Hartford,Connecticut,06127
5473574,12,20,Tab,Aldo,Vacher,,63 Magdeline Hill,"",Van Nuys,California,91499
7897891,5,20,Francesco,Jesse,Winborn,,43 Russell Trail,"",Fredericksburg,Virginia,22405
5598471,5,20,Ambrosius,Wiatt,Kalb,,55394 Dixon Alley,Apartment 3,Tacoma,Washington,98447
9451451,12,23,Nollie,Verna,Francecione,,40919 Bashford Plaza,"",Mountain View,California,94042
7335329,7C,23,Bellina,Cassie,Lindop,,697 Southridge Trail,"",Buffalo,New York,14225
1042158,5,20,Katy,Benjy,Shewry,,2 Fairfield Center,"",Peoria,Illinois,61656
8072754,5,23,Elmira,Rodolphe,Durand,,805 Graedel Crossing,"",Madison,Wisconsin,53705
4440304,7C,23,Lilith,Lauren,Seawright,,7865 Crownhardt Crossing,"",New Castle,Pennsylvania,16107
9364834,12,20,Mitchel,Natty,Stuehmeyer,,118 Chinook Drive,"",Houston,Texas,77040
2776679,12,23,Carlyn,Fleming,Jurgenson,,74 Loeprich Pass,"",Arlington,Texas,76096
2763019,7C,21,Sam,Buckie,Deverill,,2 Almo Circle,"",Boston,Massachusetts,02298
3813700,7C,21,Kareem,Mozelle,Vasyunkin,,78599 Messerschmidt Plaza,Unit #75,New York City,New York,10060
9594798,5,21,Shanan,Wakefield,Boyan,,2 North Hill,"",Waterbury,Connecticut,06726
4057948,7C,20,Leonhard,Engracia,Dives,,1 Jenifer Way,"",Springfield,Virginia,22156
4811188,7C,23,Jaimie,Brana,Bednall,,44321 Westend Point,"",Cleveland,Ohio,44185
7645194,12,23,Timothee,Rhoda,Westgate,,9 Fairfield Center,"",Charlotte,North Carolina,28235
5862705,12,23,Kiri,Beatrisa,Endrighi,,282 Steensland Point,"",Loretto,Minnesota,55598
8212099,12,23,Rona,Esra,Whittlesey,,26346 Pleasure Hill,"",Los Angeles,California,90005
3103313,5,21,Eartha,Dorris,Alebrooke,,93 6th Hill,"",Saint Louis,Missouri,63136
2784365,5,20,Holden,Kylie,McNeillie,,290 Stoughton Junction,"",Spartanburg,South Carolina,29319
7717747,7C,21,Hanni,Claude,Braine,,30187 Forster Street,"",Denver,Colorado,80209
3173207,5,23,Lorrayne,Brooks,Oldam,,86213 Southridge Crossing,"",New Haven,Connecticut,06538
3480877,7C,21,Conroy,Skip,Olenin,,9 Susan Drive,"",Washington,District of Columbia,20575
1028328,5,21,Dell,Mayor,Ridges,,0054 Delladonna Road,"",Worcester,Massachusetts,01654
9324474,7C,21,Correy,Kaye,Rickardsson,,422 Canary Circle,"",Sacramento,California,94230
3325628,12,21,Tamqrah,Gretta,Snoxill,,5 Scoville Alley,"",Pueblo,Colorado,81005
2561701,12,21,Fionna,Nadean,Olman,,718 Merry Terrace,"",Milwaukee,Wisconsin,53285
8579840,12,20,Lacy,Gilemette,Kermannes,,05348 Warner Drive,"",Camden,New Jersey,08104
6819012,5,21,Reese,Maryann,Redler,,0782 Cody Pass,Unit #75,Inglewood,California,90305
4263994,5,23,Madelon,Jodi,Maden,III,7 Garrison Center,"",Portland,Oregon,97232
5290346,7C,21,Jolynn,Edna,Orvis,,122 Anthes Plaza,"",Meridian,Mississippi,39305
2572013,12,23,Karine,Madison,Cocci,,14622 Hollow Ridge Road,"",Toledo,Ohio,43635
7108807,7C,21,Carlyn,Valenka,le Keux,,15 Cambridge Street,"",Santa Cruz,California,95064
3974113,7C,23,Melisa,Melantha,Rathjen,,36 Hudson Hill,"",Inglewood,California,90305
1857941,12,21,Arnoldo,Ronica,Howford,,62879 Meadow Ridge Terrace,Apartment 3,San Antonio,Texas,78291
2131950,7C,23,Fidela,Judye,Amiss,,84 Cody Junction,Unit #75,Wichita,Kansas,67205
7951997,12,21,Karine,Lorenzo,Bleakley,,90589 Northland Hill,"",Corona,California,92883
6619088,7C,23,Bonni,Anett,Minguet,,5 Lighthouse Bay Road,Unit #75,New York City,New York,10045
6749920,7C,23,Hayward,Juieta,Culpin,,92 Hermina Parkway,"",Pueblo,Colorado,81010
6672579,7C,21,Hyacinthia,Loutitia,Finlan,,6660 Shelley Place,"",Fairfax,Virginia,22036
9887441,7C,21,Bab,Gus,Mundy,,39 New Castle Street,"",Fayetteville,North Carolina,28305
